,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
970036,1653563098,1654599250,19171,Stargate Connections Inc.,98.143.94.218,49.2767,-123.13,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970064,1654599251,2919736882,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,174.7.166.50,49.299,-123.1408,False
970086,1654599251,1653560604,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,98.143.85.28,49.2475,-123.121,False
970103,1654599251,1090360938,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,64.253.150.106,49.1707,-122.7326,False
970125,1654599251,3487047224,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,207.216.30.56,49.2788,-123.1139,False
970138,1654599251,3497430254,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,208.118.140.238,49.2788,-123.1139,False
970154,845309816,1654599251,852,TELUS Communications Inc.,50.98.103.120,49.0374,-122.8299,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970171,845302071,1654599251,852,TELUS Communications Inc.,50.98.73.55,50.0163,-124.3226,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970175,1090360654,1654599250,19171,Stargate Connections Inc.,64.253.149.78,49.2866,-123.1158,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970197,1654599250,1653563098,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,98.143.94.218,49.2767,-123.13,False
970200,1654599251,2919632159,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,False
970218,1654599251,2919557342,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,174.4.232.222,49.8928,-119.4852,False
970243,2919632159,1654599251,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970245,1268596475,1654599251,852,TELUS Communications Inc.,75.157.62.251,49.0384,-122.3485,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970281,3487047224,1654599250,852,TELUS Communications Inc.,207.216.30.56,49.2788,-123.1139,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970284,1653560011,1654599250,19171,Stargate Connections Inc.,98.143.82.203,49.2795,-123.0667,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970292,1654599251,386933003,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,False
970307,1654599251,1674010043,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,99.199.93.187,49.2275,-122.9301,False
970353,1654599250,875246285,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,16509,"Amazon.com, Inc.",52.43.50.205,45.8696,-119.688,False
970370,1654599250,2919632159,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,False
970371,2919632159,1654599250,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970385,1654599250,386989517,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,False
970408,3350650150,1654599250,19171,Stargate Connections Inc.,199.182.221.38,49.2478,-122.9938,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970423,1614226523,1654599250,6327,Shaw Communications Inc.,96.55.36.91,49.1889,-122.873,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970451,3330677851,1654599250,30500,Wolfpaw Data Centres Inc,198.134.28.91,55.3333,-115.4167,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970479,1654599250,1090360550,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,64.253.148.230,49.2866,-123.1158,False
970555,1654599251,1823797351,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,108.180.240.103,48.4267,-123.3655,False
970588,3350650158,1654599251,19171,Stargate Connections Inc.,199.182.221.46,49.2478,-122.9938,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970596,1654599251,3640368282,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,14007,Skyway West,216.251.156.154,48.4167,-123.365,False
970607,1654599250,1090360462,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,64.253.148.142,49.2866,-123.1158,False
970659,1268628388,1654599250,852,TELUS Communications Inc.,75.157.187.164,49.8928,-119.4852,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970673,1268628388,1654599251,852,TELUS Communications Inc.,75.157.187.164,49.8928,-119.4852,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970735,1653562614,1654599251,19171,Stargate Connections Inc.,98.143.92.246,49.2397,-123.0407,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970745,1654599251,1653562614,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,98.143.92.246,49.2397,-123.0407,False
970751,3091631882,1654599251,6327,Shaw Communications Inc.,184.70.143.10,49.2788,-123.1139,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970758,1654599250,1268519453,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,75.156.18.29,49.0791,-122.7553,False
970791,1653560011,1654599251,19171,Stargate Connections Inc.,98.143.82.203,49.2795,-123.0667,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970816,1176398024,1654599251,577,Bell Canada,70.30.104.200,43.8113,-79.193,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970818,1614103491,1654599250,6327,Shaw Communications Inc.,96.53.67.195,49.0787,-121.6098,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
970820,1654599250,1614103491,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6327,Shaw Communications Inc.,96.53.67.195,49.0787,-121.6098,False
970877,3487047224,1654599251,852,TELUS Communications Inc.,207.216.30.56,49.2788,-123.1139,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
970943,1654599250,1268517701,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,75.156.11.69,49.2492,-123.1104,False
971042,1654599250,1090360654,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,64.253.149.78,49.2866,-123.1158,False
971047,1268497742,1654599251,852,TELUS Communications Inc.,75.155.189.78,49.2475,-123.121,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
971078,1163576676,1654599250,13768,Cogeco Peer 1,69.90.197.100,49.2344,-123.1451,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
971079,3512272902,1654599250,852,TELUS Communications Inc.,209.89.8.6,53.7168,-113.2187,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
971139,1654599251,3332465478,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6171,WorldGate,198.161.99.70,53.4914,-113.4802,False
971143,3236611778,1654599250,14007,Skyway West,192.234.198.194,49.222,-123.0683,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
971200,1654599250,1268497742,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,75.155.189.78,49.2475,-123.121,False
971249,1654599250,1823246406,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,108.172.136.70,50.1122,-120.7942,False
971326,2919557342,1654599251,6327,Shaw Communications Inc.,174.4.232.222,49.8928,-119.4852,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
971376,1654599251,1268774617,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,75.159.246.217,51.0242,-114.1004,False
971431,1654599251,407953015,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,24.80.222.119,49.2788,-123.1139,False
971435,1654599251,1674011774,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,99.199.100.126,49.2667,-122.7833,False
971448,3350650146,1654599251,19171,Stargate Connections Inc.,199.182.221.34,49.2478,-122.9938,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
971470,1654599250,3091502738,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6327,Shaw Communications Inc.,184.68.150.146,49.1661,-122.5792,False
971487,1654599250,1653559798,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,98.143.81.246,49.2478,-122.9938,False
971548,1654599250,1090360938,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,64.253.150.106,49.1707,-122.7326,False
971570,1823797351,1654599251,852,TELUS Communications Inc.,108.180.240.103,48.4267,-123.3655,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
971613,1654599251,3478238498,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,207.81.181.34,49.25,-123.1333,False
971771,1654599251,2919755137,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,174.7.237.129,49.2475,-123.121,False
971781,1654599250,1614226523,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6327,Shaw Communications Inc.,96.55.36.91,49.1889,-122.873,False
971862,1654599251,1178711303,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,70.65.181.7,49.6511,-112.8351,False
971949,3091587566,1654599250,6327,Shaw Communications Inc.,184.69.225.238,53.5333,-113.9167,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
971957,1654599250,1823797351,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,108.180.240.103,48.4267,-123.3655,False
972014,1654599251,3640368787,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,14007,Skyway West,216.251.158.147,49.2807,-123.0397,False
972071,1653559798,1654599251,19171,Stargate Connections Inc.,98.143.81.246,49.2478,-122.9938,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
972100,1654599250,3091427666,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6327,Shaw Communications Inc.,184.67.113.82,49.2167,-122.9167,False
972124,1077449335,1654599251,15102,WiBand Communications,64.56.146.119,53.4179,-113.5785,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
972162,3091471302,1654599251,6327,Shaw Communications Inc.,184.68.27.198,49.3167,-122.7384,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
972354,1654599251,3091502738,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,184.68.150.146,49.1661,-122.5792,False
972455,1654599251,386989517,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,23.16.253.205,49.0791,-122.7553,False
972470,875246285,1654599251,16509,"Amazon.com, Inc.",52.43.50.205,45.8696,-119.688,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
972501,1654599251,408408257,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,24.87.208.193,49.2833,-123.1298,False
972605,1654599251,3487077158,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,207.216.147.38,49.2436,-122.7865,False
972621,3091471302,1654599250,6327,Shaw Communications Inc.,184.68.27.198,49.3167,-122.7384,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
972704,1654599251,3512272902,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,209.89.8.6,53.7168,-113.2187,False
972718,1654599250,3497430254,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,19171,Stargate Connections Inc.,208.118.140.238,49.2788,-123.1139,False
972736,1654599251,3091632362,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,184.70.144.234,49.2788,-123.1139,False
972738,3497430254,1654599250,19171,Stargate Connections Inc.,208.118.140.238,49.2788,-123.1139,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
972760,1674011774,1654599251,852,TELUS Communications Inc.,99.199.100.126,49.2667,-122.7833,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
972809,1654599250,407953015,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6327,Shaw Communications Inc.,24.80.222.119,49.2788,-123.1139,False
972820,1654599250,3475125993,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,6171,WorldGate,207.34.54.233,53.4154,-113.4178,False
972876,3478238583,1654599250,852,TELUS Communications Inc.,207.81.181.119,49.25,-123.1333,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
972885,1176398024,1654599250,577,Bell Canada,70.30.104.200,43.8113,-79.193,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
972912,3487077158,1654599250,852,TELUS Communications Inc.,207.216.147.38,49.2436,-122.7865,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
972926,1654599251,1653560011,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,98.143.82.203,49.2795,-123.0667,False
972961,1090361019,1654599251,19171,Stargate Connections Inc.,64.253.150.187,49.1707,-122.7326,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
973022,1654599250,1176780562,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40029,Novus Entertainment Inc.,70.36.63.18,49.2788,-123.1139,False
978198,2389785160,1654599250,577,Bell Canada,142.113.58.72,47.3507,-71.202,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
983905,1676212386,1654599250,812,Rogers Communications Canada Inc.,99.232.248.162,43.5924,-79.7611,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
989162,1654599250,1826039003,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,False
989576,1633558594,1654599251,20115,Charter Communications,97.94.32.66,43.3208,-88.0314,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
991646,1633558594,1654599250,20115,Charter Communications,97.94.32.66,43.3208,-88.0314,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
996232,1088334422,1654599251,13977,"FAIRPOINT COMMUNICATIONS, INC.",64.222.170.86,43.6948,-70.2905,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1005390,1761238421,1654599250,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1007860,1654599251,2393314975,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.167.22.159,47.5194,-52.8122,False
1009171,1176405700,1654599250,577,Bell Canada,70.30.134.196,43.9251,-78.8287,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1009302,1654599250,1176405700,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,577,Bell Canada,70.30.134.196,43.9251,-78.8287,False
1014546,2393991154,1654599250,855,Bell Canada,142.177.103.242,47.4212,-52.8077,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1015242,1654599251,410719962,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.123.22.218,40.5099,-85.6264,False
1015384,1654599251,1745809577,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",104.14.240.169,39.8686,-86.1003,False
1016565,2919711157,1654599251,6327,Shaw Communications Inc.,174.7.65.181,49.2833,-123.1298,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1019025,1654599251,2393991154,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.177.103.242,47.4212,-52.8077,False
1019026,2393991154,1654599251,855,Bell Canada,142.177.103.242,47.4212,-52.8077,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1020489,1654599250,2393991154,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.177.103.242,47.4212,-52.8077,False
1021419,2919711157,1654599250,6327,Shaw Communications Inc.,174.7.65.181,49.2833,-123.1298,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1022850,2393257311,1654599250,855,Bell Canada,142.166.53.95,47.5334,-52.7595,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1023114,2393257311,1654599251,855,Bell Canada,142.166.53.95,47.5334,-52.7595,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1024033,3429204010,1654599251,577,Bell Canada,204.101.128.42,49.2667,-122.7833,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1024799,1761238421,1654599251,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1025363,1654599251,756118608,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",45.17.116.80,39.1604,-119.8618,False
1025688,3225808050,1654599250,7992,Cogeco Cable,192.69.236.178,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1025859,3225808050,1654599251,7992,Cogeco Cable,192.69.236.178,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1028334,1654599251,3091463342,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,6327,Shaw Communications Inc.,184.67.252.174,49.2866,-123.1158,False
1028665,1176405700,1654599251,577,Bell Canada,70.30.134.196,43.9251,-78.8287,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1030569,3429204010,1654599250,577,Bell Canada,204.101.128.42,49.2667,-122.7833,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1032210,1088334422,1654599250,13977,"FAIRPOINT COMMUNICATIONS, INC.",64.222.170.86,43.6948,-70.2905,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1040454,1654599250,1633558594,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20115,Charter Communications,97.94.32.66,43.3208,-88.0314,False
1043180,1745367638,1654599250,7018,"AT&T Services, Inc.",104.8.50.86,42.203,-83.3166,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1045066,1085557588,1654599250,852,TELUS Communications Inc.,64.180.75.84,48.4993,-123.4003,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1045797,3349638548,1654599251,22652,Fibrenoire Inc.,199.167.109.148,43.6564,-79.386,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1045947,1818172010,1654599250,7018,"AT&T Services, Inc.",108.95.26.106,42.5038,-83.4764,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1046968,3349638548,1654599250,22652,Fibrenoire Inc.,199.167.109.148,43.6564,-79.386,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1047316,1176754522,1654599250,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1047755,3349638557,1654599251,22652,Fibrenoire Inc.,199.167.109.157,43.6564,-79.386,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1047876,1664327376,1654599251,7018,"AT&T Services, Inc.",99.51.158.208,42.586,-83.5006,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1048156,1654599250,755177938,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,45.3.25.210,43.6605,-79.4633,False
1048184,1654599250,1217118538,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.193.74,43.6404,-79.3995,False
1048229,1654599251,1217118538,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.193.74,43.6404,-79.3995,False
1048440,1654599250,2393314975,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.167.22.159,47.5194,-52.8122,False
1048731,1654599250,2393257407,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.166.53.191,47.5334,-52.7595,False
1048776,1654599250,2393314888,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.167.22.72,47.5194,-52.8122,False
1049060,1654599251,1217118592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,False
1049147,1654599250,1217122175,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.207.127,43.6404,-79.3995,False
1049316,1654599251,1217120689,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.201.177,43.6404,-79.3995,False
1049519,1654599251,418079237,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,False
1049670,1654599251,2393277605,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.166.132.165,45.2308,-66.0953,False
1049684,1654599251,3638379597,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,False
1049961,1654599251,2621001610,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,156.57.79.138,47.5167,-52.7833,False
1049991,1654599250,3638379597,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,False
1050345,2917629161,1654599251,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1050392,1176754522,1654599251,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1050394,1654599251,2393314888,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.167.22.72,47.5194,-52.8122,False
1050493,1654599250,2393257311,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.166.53.95,47.5334,-52.7595,False
1050873,2392981712,1654599250,855,Bell Canada,142.162.0.208,47.5986,-52.6926,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1050891,1654599251,2393257311,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.166.53.95,47.5334,-52.7595,False
1050982,2392981712,1654599251,855,Bell Canada,142.162.0.208,47.5986,-52.6926,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1051037,1654599250,1210498534,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.189.230,42.8833,-82.15,False
1051048,2917629161,1654599250,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1051269,1654599250,755178755,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,45.3.29.3,43.0147,-81.3049,False
1051440,1654599251,755176634,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.20.186,43.5148,-79.884,False
1051525,1654599251,1210458660,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,False
1051829,1654599250,1210505669,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,False
1051866,2393019066,1654599251,855,Bell Canada,142.162.146.186,47.5124,-52.6729,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1051964,1654599250,1676535575,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.237.231.23,47.5986,-52.6926,False
1052275,1654599251,1210498534,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.189.230,42.8833,-82.15,False
1052304,1654599251,1210491342,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.161.206,42.3167,-82.9,False
1052411,1654599250,1210508163,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.227.131,42.9888,-82.3592,False
1052450,1654599251,405978963,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,24.50.191.83,43.6655,-79.4378,False
1052590,1654599250,405978963,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,24.50.191.83,43.6655,-79.4378,False
1052690,1654599251,1676535575,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.237.231.23,47.5986,-52.6926,False
1052899,405978963,1654599251,40788,Start Communications,24.50.191.83,43.6655,-79.4378,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053234,1654599251,1210505669,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,False
1053273,1761238166,1654599251,15128,Comwave Telecom Inc.,104.250.92.150,43.0233,-81.1643,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053290,1761238166,1654599250,15128,Comwave Telecom Inc.,104.250.92.150,43.0233,-81.1643,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1053358,1654599251,755178755,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.29.3,43.0147,-81.3049,False
1053396,1654599251,3517667510,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,209.171.88.182,43.6655,-79.4204,False
1053404,1082947184,1654599250,40788,Start Communications,64.140.118.112,43.6572,-79.3783,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1053540,405978963,1654599250,40788,Start Communications,24.50.191.83,43.6655,-79.4378,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1053550,1654599250,1210458660,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,False
1053703,1654599250,2393257342,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.166.53.126,47.5334,-52.7595,False
1053758,1654599250,412232343,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,False
1053759,1654599251,1179661323,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,5769,Videotron Telecom Ltee,70.80.52.11,45.5354,-73.6061,False
1053765,1654599251,3638379050,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,False
1053766,3638379050,1654599251,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053773,1654599250,1210478362,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,False
1053778,1654599250,2734649389,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,162.255.112.45,43.623,-79.3936,False
1053788,1654599251,1210458902,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,False
1053791,1279698855,1654599251,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053823,1210458902,1654599251,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
